emoji,name,shortname
🛍️,shopping_bags,:shopping_bags:
🛍,shopping_bags,:shopping_bags:
🎒,school_backpack,:school_backpack:
👞,man’s_shoe,:man’s_shoe:
👟,running_shoe,:running_shoe:
🥾,hiking_boot,:hiking_boot:
🥿,woman’s_flat_shoe,:woman’s_flat_shoe:
👠,high-heeled_shoe,:high-heeled_shoe:
👡,woman’s_sandal,:woman’s_sandal:
👢,woman’s_boot,:woman’s_boot:
👑,crown,:crown:
👒,woman’s_hat,:woman’s_hat:
🎩,top_hat,:top_hat:
🎓,graduation_cap,:graduation_cap:
🧢,billed_cap,:billed_cap:
⛑️,rescue_worker’s_helmet,:rescue_worker’s_helmet:
⛑,rescue_worker’s_helmet,:rescue_worker’s_helmet:
📿,prayer_beads,:prayer_beads:
💄,lipstick,:lipstick:
💍,ring,:ring:
💎,gem_stone,:gem_stone:
🐵,monkey_face,:monkey_face:
🐒,monkey,:monkey:
🦍,gorilla,:gorilla:
🐶,dog_face,:dog_face:
🐕,dog,:dog:
🐩,poodle,:poodle:
🐺,wolf_face,:wolf_face:
🦊,fox_face,:fox_face:
🦝,raccoon,:raccoon:
🐱,cat_face,:cat_face:
🐈,cat,:cat:
🦁,lion_face,:lion_face:
🐯,tiger_face,:tiger_face:
🐅,tiger,:tiger:
🐆,leopard,:leopard:
🐴,horse_face,:horse_face:
🐎,horse,:horse:
🦄,unicorn_face,:unicorn_face:
🦓,zebra,:zebra:
🦌,deer,:deer:
🐮,cow_face,:cow_face:
🐂,ox,:ox:
🐃,water_buffalo,:water_buffalo:
🐄,cow,:cow:
🐷,pig_face,:pig_face:
🐖,pig,:pig:
🐗,boar,:boar:
🐽,pig_nose,:pig_nose:
🐏,ram,:ram:
🐑,ewe,:ewe:
🐐,goat,:goat:
🐪,camel,:camel:
🐫,two-hump_camel,:two-hump_camel:
🦙,llama,:llama:
🦒,giraffe,:giraffe:
🐘,elephant,:elephant:
🦏,rhinoceros,:rhinoceros:
🦛,hippopotamus,:hippopotamus:
🐭,mouse_face,:mouse_face:
🐁,mouse,:mouse:
🐀,rat,:rat:
🐹,hamster_face,:hamster_face:
🐰,rabbit_face,:rabbit_face:
🐇,rabbit,:rabbit:
🐿️,chipmunk,:chipmunk:
🐿,chipmunk,:chipmunk:
🦔,hedgehog,:hedgehog:
🦇,bat,:bat:
🐻,bear_face,:bear_face:
🐨,koala,:koala:
🐼,panda_face,:panda_face:
🦘,kangaroo,:kangaroo:
🦡,badger,:badger:
🐾,paw_prints,:paw_prints:
🦃,turkey,:turkey:
🐔,chicken,:chicken:
🐓,rooster,:rooster:
🐣,hatching_chick,:hatching_chick:
🐤,baby_chick,:baby_chick:
🐥,front-facing_baby_chick,:front-facing_baby_chick:
🐦,bird,:bird:
🐧,penguin,:penguin:
🕊️,dove,:dove:
🕊,dove,:dove:
🦅,eagle,:eagle:
🦆,duck,:duck:
🦢,swan,:swan:
🦉,owl,:owl:
🦚,peacock,:peacock:
🦜,parrot,:parrot:
🐸,frog_face,:frog_face:
🐊,crocodile,:crocodile:
🐢,turtle,:turtle:
🦎,lizard,:lizard:
🐍,snake,:snake:
🐲,dragon_face,:dragon_face:
🐉,dragon,:dragon:
🦕,sauropod,:sauropod:
🦖,T-Rex,:T-Rex:
🐳,spouting_whale,:spouting_whale:
🐋,whale,:whale:
🐬,dolphin,:dolphin:
🐟,fish,:fish:
🐠,tropical_fish,:tropical_fish:
🐡,blowfish,:blowfish:
🦈,shark,:shark:
🐙,octopus,:octopus:
🐚,spiral_shell,:spiral_shell:
🦀,crab,:crab:
🦞,lobster,:lobster:
🦐,shrimp,:shrimp:
🦑,squid,:squid:
🐌,snail,:snail:
🦋,butterfly,:butterfly:
🐛,bug,:bug:
🐜,ant,:ant:
🐝,honeybee,:honeybee:
🐞,lady_beetle,:lady_beetle:
🦗,cricket,:cricket:
🕷️,spider,:spider:
🕷,spider,:spider:
🕸️,spider_web,:spider_web:
🕸,spider_web,:spider_web:
🦂,scorpion,:scorpion:
🦟,mosquito,:mosquito:
🦠,microbe,:microbe:
💐,bouquet,:bouquet:
🌸,cherry_blossom,:cherry_blossom:
💮,white_flower,:white_flower:
🏵️,rosette,:rosette:
🏵,rosette,:rosette:
🌹,rose,:rose:
🥀,wilted_flower,:wilted_flower:
🌺,hibiscus,:hibiscus:
🌻,sunflower,:sunflower:
🌼,blossom,:blossom:
🌷,tulip,:tulip:
🌱,seedling,:seedling:
🌲,evergreen_tree,:evergreen_tree:
🌳,deciduous_tree,:deciduous_tree:
🌴,palm_tree,:palm_tree:
🌵,cactus,:cactus:
🌾,sheaf_of_rice,:sheaf_of_rice:
🌿,herb,:herb:
☘️,shamrock,:shamrock:
☘,shamrock,:shamrock:
🍀,four_leaf_clover,:four_leaf_clover:
🍁,maple_leaf,:maple_leaf:
🍂,fallen_leaf,:fallen_leaf:
🍃,leaf_fluttering_in_wind,:leaf_fluttering_in_wind:
🍇,grapes,:grapes:
🍈,melon,:melon:
🍉,watermelon,:watermelon:
🍊,tangerine,:tangerine:
🍋,lemon,:lemon:
🍌,banana,:banana:
🍍,pineapple,:pineapple:
🥭,mango,:mango:
🍎,red_apple,:red_apple:
🍏,green_apple,:green_apple:
🍐,pear,:pear:
🍑,peach,:peach:
🍒,cherries,:cherries:
🍓,strawberry,:strawberry:
🥝,kiwi_fruit,:kiwi_fruit:
🍅,tomato,:tomato:
🥥,coconut,:coconut:
🥑,avocado,:avocado:
🍆,eggplant,:eggplant:
🥔,potato,:potato:
🥕,carrot,:carrot:
🌽,ear_of_corn,:ear_of_corn:
🌶️,hot_pepper,:hot_pepper:
🌶,hot_pepper,:hot_pepper:
🥒,cucumber,:cucumber:
🥬,leafy_green,:leafy_green:
🥦,broccoli,:broccoli:
🍄,mushroom,:mushroom:
🥜,peanuts,:peanuts:
🌰,chestnut,:chestnut:
🍞,bread,:bread:
🥐,croissant,:croissant:
🥖,baguette_bread,:baguette_bread:
🥨,pretzel,:pretzel:
🥯,bagel,:bagel:
🥞,pancakes,:pancakes:
🧀,cheese_wedge,:cheese_wedge:
🍖,meat_on_bone,:meat_on_bone:
🍗,poultry_leg,:poultry_leg:
🥩,cut_of_meat,:cut_of_meat:
🥓,bacon,:bacon:
🍔,hamburger,:hamburger:
🍟,french_fries,:french_fries:
🍕,pizza,:pizza:
🌭,hot_dog,:hot_dog:
🥪,sandwich,:sandwich:
🌮,taco,:taco:
🌯,burrito,:burrito:
🥙,stuffed_flatbread,:stuffed_flatbread:
🥚,egg,:egg:
🍳,cooking,:cooking:
🥘,shallow_pan_of_food,:shallow_pan_of_food:
🍲,pot_of_food,:pot_of_food:
🥣,bowl_with_spoon,:bowl_with_spoon:
🥗,green_salad,:green_salad:
🍿,popcorn,:popcorn:
🧂,salt,:salt:
🥫,canned_food,:canned_food:
🍱,bento_box,:bento_box:
🍘,rice_cracker,:rice_cracker:
🍙,rice_ball,:rice_ball:
🍚,cooked_rice,:cooked_rice:
🍛,curry_rice,:curry_rice:
🍜,steaming_bowl,:steaming_bowl:
🍝,spaghetti,:spaghetti:
🍠,roasted_sweet_potato,:roasted_sweet_potato:
🍢,oden,:oden:
🍣,sushi,:sushi:
🍤,fried_shrimp,:fried_shrimp:
🍥,fish_cake_with_swirl,:fish_cake_with_swirl:
🥮,moon_cake,:moon_cake:
🍡,dango,:dango:
🥟,dumpling,:dumpling:
🥠,fortune_cookie,:fortune_cookie:
🥡,takeout_box,:takeout_box:
🍦,soft_ice_cream,:soft_ice_cream:
🍧,shaved_ice,:shaved_ice:
🍨,ice_cream,:ice_cream:
🍩,doughnut,:doughnut:
🍪,cookie,:cookie:
🎂,birthday_cake,:birthday_cake:
🍰,shortcake,:shortcake:
🧁,cupcake,:cupcake:
🥧,pie,:pie:
🍫,chocolate_bar,:chocolate_bar:
🍬,candy,:candy:
🍭,lollipop,:lollipop:
🍮,custard,:custard:
🍯,honey_pot,:honey_pot:
🍼,baby_bottle,:baby_bottle:
🥛,glass_of_milk,:glass_of_milk:
☕,hot_beverage,:hot_beverage:
🍵,teacup_without_handle,:teacup_without_handle:
🍶,sake,:sake:
🍾,bottle_with_popping_cork,:bottle_with_popping_cork:
🍷,wine_glass,:wine_glass:
🍸,cocktail_glass,:cocktail_glass:
🍹,tropical_drink,:tropical_drink:
🍺,beer_mug,:beer_mug:
🍻,clinking_beer_mugs,:clinking_beer_mugs:
🥂,clinking_glasses,:clinking_glasses:
🥃,tumbler_glass,:tumbler_glass:
🥤,cup_with_straw,:cup_with_straw:
🥢,chopsticks,:chopsticks:
🍽️,fork_and_knife_with_plate,:fork_and_knife_with_plate:
🍽,fork_and_knife_with_plate,:fork_and_knife_with_plate:
🍴,fork_and_knife,:fork_and_knife:
🥄,spoon,:spoon:
🔪,kitchen_knife,:kitchen_knife:
🏺,amphora,:amphora:
🌍,globe_showing_Europe-Africa,:globe_showing_Europe-Africa:
🌎,globe_showing_Americas,:globe_showing_Americas:
🌏,globe_showing_Asia-Australia,:globe_showing_Asia-Australia:
🌐,globe_with_meridians,:globe_with_meridians:
🗺️,world_map,:world_map:
🗺,world_map,:world_map:
🗾,map_of_Japan,:map_of_Japan:
🧭,compass,:compass:
🏔️,snow-capped_mountain,:snow-capped_mountain:
🏔,snow-capped_mountain,:snow-capped_mountain:
⛰️,mountain,:mountain:
⛰,mountain,:mountain:
🌋,volcano,:volcano:
🗻,mount_fuji,:mount_fuji:
🏕️,camping,:camping:
🏕,camping,:camping:
🏖️,beach_with_umbrella,:beach_with_umbrella:
🏖,beach_with_umbrella,:beach_with_umbrella:
🏜️,desert,:desert:
🏜,desert,:desert:
🏝️,desert_island,:desert_island:
🏝,desert_island,:desert_island:
🏞️,national_park,:national_park:
🏞,national_park,:national_park:
🏟️,stadium,:stadium:
🏟,stadium,:stadium:
🏛️,classical_building,:classical_building:
🏛,classical_building,:classical_building:
🏗️,building_construction,:building_construction:
🏗,building_construction,:building_construction:
🧱,bricks,:bricks:
🏘️,houses,:houses:
🏘,houses,:houses:
🏚️,derelict_house,:derelict_house:
🏚,derelict_house,:derelict_house:
🏠,house,:house:
🏡,house_with_garden,:house_with_garden:
🏢,office_building,:office_building:
🏣,Japanese_post_office,:Japanese_post_office:
🏤,post_office,:post_office:
🏥,hospital,:hospital:
🏦,bank,:bank:
🏨,hotel,:hotel:
🏩,love_hotel,:love_hotel:
🏪,convenience_store,:convenience_store:
🏫,school,:school:
🏬,department_store,:department_store:
🏭,factory,:factory:
🏯,Japanese_castle,:Japanese_castle:
🏰,castle,:castle:
💒,wedding,:wedding:
🗼,Tokyo_tower,:Tokyo_tower:
🗽,Statue_of_Liberty,:Statue_of_Liberty:
⛪,church,:church:
🕌,mosque,:mosque:
🕍,synagogue,:synagogue:
⛩️,shinto_shrine,:shinto_shrine:
⛩,shinto_shrine,:shinto_shrine:
🕋,kaaba,:kaaba:
⛲,fountain,:fountain:
⛺,tent,:tent:
🌁,foggy,:foggy:
🌃,night_with_stars,:night_with_stars:
🏙️,cityscape,:cityscape:
🏙,cityscape,:cityscape:
🌄,sunrise_over_mountains,:sunrise_over_mountains:
🌅,sunrise,:sunrise:
🌆,cityscape_at_dusk,:cityscape_at_dusk:
🌇,sunset,:sunset:
🌉,bridge_at_night,:bridge_at_night:
♨️,hot_springs,:hot_springs:
♨,hot_springs,:hot_springs:
🌌,milky_way,:milky_way:
🎠,carousel_horse,:carousel_horse:
🎡,ferris_wheel,:ferris_wheel:
🎢,roller_coaster,:roller_coaster:
💈,barber_pole,:barber_pole:
🎪,circus_tent,:circus_tent:
🚂,locomotive,:locomotive:
🚃,railway_car,:railway_car:
🚄,high-speed_train,:high-speed_train:
🚅,bullet_train,:bullet_train:
🚆,train,:train:
🚇,metro,:metro:
🚈,light_rail,:light_rail:
🚉,station,:station:
🚊,tram,:tram:
🚝,monorail,:monorail:
🚞,mountain_railway,:mountain_railway:
🚋,tram_car,:tram_car:
🚌,bus,:bus:
🚍,oncoming_bus,:oncoming_bus:
🚎,trolleybus,:trolleybus:
🚐,minibus,:minibus:
🚑,ambulance,:ambulance:
🚒,fire_engine,:fire_engine:
🚓,police_car,:police_car:
🚔,oncoming_police_car,:oncoming_police_car:
🚕,taxi,:taxi:
🚖,oncoming_taxi,:oncoming_taxi:
🚗,automobile,:automobile:
🚘,oncoming_automobile,:oncoming_automobile:
🚙,sport_utility_vehicle,:sport_utility_vehicle:
🚚,delivery_truck,:delivery_truck:
🚛,articulated_lorry,:articulated_lorry:
🚜,tractor,:tractor:
🚲,bicycle,:bicycle:
🛴,kick_scooter,:kick_scooter:
🛹,skateboard,:skateboard:
🛵,motor_scooter,:motor_scooter:
🚏,bus_stop,:bus_stop:
🛣️,motorway,:motorway:
🛣,motorway,:motorway:
🛤️,railway_track,:railway_track:
🛤,railway_track,:railway_track:
🛢️,oil_drum,:oil_drum:
🛢,oil_drum,:oil_drum:
⛽,fuel_pump,:fuel_pump:
🚨,police_car_light,:police_car_light:
🚥,horizontal_traffic_light,:horizontal_traffic_light:
🚦,vertical_traffic_light,:vertical_traffic_light:
🛑,stop_sign,:stop_sign:
🚧,construction,:construction:
⚓,anchor,:anchor:
⛵,sailboat,:sailboat:
🛶,canoe,:canoe:
🚤,speedboat,:speedboat:
🛳️,passenger_ship,:passenger_ship:
🛳,passenger_ship,:passenger_ship:
⛴️,ferry,:ferry:
⛴,ferry,:ferry:
🛥️,motor_boat,:motor_boat:
🛥,motor_boat,:motor_boat:
🚢,ship,:ship:
✈️,airplane,:airplane:
✈,airplane,:airplane:
🛩️,small_airplane,:small_airplane:
🛩,small_airplane,:small_airplane:
🛫,airplane_departure,:airplane_departure:
🛬,airplane_arrival,:airplane_arrival:
💺,seat,:seat:
🚁,helicopter,:helicopter:
🚟,suspension_railway,:suspension_railway:
🚠,mountain_cableway,:mountain_cableway:
🚡,aerial_tramway,:aerial_tramway:
🛰️,satellite,:satellite:
🛰,satellite,:satellite:
🚀,rocket,:rocket:
🛸,flying_saucer,:flying_saucer:
🛎️,bellhop_bell,:bellhop_bell:
🛎,bellhop_bell,:bellhop_bell:
🧳,luggage,:luggage:
⌛,hourglass_done,:hourglass_done:
⏳,hourglass_not_done,:hourglass_not_done:
⌚,watch,:watch:
⏰,alarm_clock,:alarm_clock:
⏱️,stopwatch,:stopwatch:
⏱,stopwatch,:stopwatch:
⏲️,timer_clock,:timer_clock:
⏲,timer_clock,:timer_clock:
🕰️,mantelpiece_clock,:mantelpiece_clock:
🕰,mantelpiece_clock,:mantelpiece_clock:
🕛,twelve_o’clock,:twelve_o’clock:
🕧,twelve-thirty,:twelve-thirty:
🕐,one_o’clock,:one_o’clock:
🕜,one-thirty,:one-thirty:
🕑,two_o’clock,:two_o’clock:
🕝,two-thirty,:two-thirty:
🕒,three_o’clock,:three_o’clock:
🕞,three-thirty,:three-thirty:
🕓,four_o’clock,:four_o’clock:
🕟,four-thirty,:four-thirty:
🕔,five_o’clock,:five_o’clock:
🕠,five-thirty,:five-thirty:
🕕,six_o’clock,:six_o’clock:
🕡,six-thirty,:six-thirty:
🕖,seven_o’clock,:seven_o’clock:
🕢,seven-thirty,:seven-thirty:
🕗,eight_o’clock,:eight_o’clock:
🕣,eight-thirty,:eight-thirty:
🕘,nine_o’clock,:nine_o’clock:
🕤,nine-thirty,:nine-thirty:
🕙,ten_o’clock,:ten_o’clock:
🕥,ten-thirty,:ten-thirty:
🕚,eleven_o’clock,:eleven_o’clock:
🕦,eleven-thirty,:eleven-thirty:
🌑,new_moon,:new_moon:
🌒,waxing_crescent_moon,:waxing_crescent_moon:
🌓,first_quarter_moon,:first_quarter_moon:
🌔,waxing_gibbous_moon,:waxing_gibbous_moon:
🌕,full_moon,:full_moon:
🌖,waning_gibbous_moon,:waning_gibbous_moon:
🌗,last_quarter_moon,:last_quarter_moon:
🌘,waning_crescent_moon,:waning_crescent_moon:
🌙,crescent_moon,:crescent_moon:
🌚,new_moon_face,:new_moon_face:
🌛,first_quarter_moon_face,:first_quarter_moon_face:
🌜,last_quarter_moon_face,:last_quarter_moon_face:
🌡️,thermometer,:thermometer:
🌡,thermometer,:thermometer:
☀️,sun,:sun:
☀,sun,:sun:
🌝,full_moon_face,:full_moon_face:
🌞,sun_with_face,:sun_with_face:
⭐,star,:star:
🌟,glowing_star,:glowing_star:
🌠,shooting_star,:shooting_star:
☁️,cloud,:cloud:
☁,cloud,:cloud:
⛅,sun_behind_cloud,:sun_behind_cloud:
⛈️,cloud_with_lightning_and_rain,:cloud_with_lightning_and_rain:
⛈,cloud_with_lightning_and_rain,:cloud_with_lightning_and_rain:
🌤️,sun_behind_small_cloud,:sun_behind_small_cloud:
🌤,sun_behind_small_cloud,:sun_behind_small_cloud:
🌥️,sun_behind_large_cloud,:sun_behind_large_cloud:
🌥,sun_behind_large_cloud,:sun_behind_large_cloud:
🌦️,sun_behind_rain_cloud,:sun_behind_rain_cloud:
🌦,sun_behind_rain_cloud,:sun_behind_rain_cloud:
🌧️,cloud_with_rain,:cloud_with_rain:
🌧,cloud_with_rain,:cloud_with_rain:
🌨️,cloud_with_snow,:cloud_with_snow:
🌨,cloud_with_snow,:cloud_with_snow:
🌩️,cloud_with_lightning,:cloud_with_lightning:
🌩,cloud_with_lightning,:cloud_with_lightning:
🌪️,tornado,:tornado:
🌪,tornado,:tornado:
🌫️,fog,:fog:
🌫,fog,:fog:
🌬️,wind_face,:wind_face:
🌬,wind_face,:wind_face:
🌀,cyclone,:cyclone:
🌈,rainbow,:rainbow:
🌂,closed_umbrella,:closed_umbrella:
☂️,umbrella,:umbrella:
☂,umbrella,:umbrella:
☔,umbrella_with_rain_drops,:umbrella_with_rain_drops:
⛱️,umbrella_on_ground,:umbrella_on_ground:
⛱,umbrella_on_ground,:umbrella_on_ground:
⚡,high_voltage,:high_voltage:
❄️,snowflake,:snowflake:
❄,snowflake,:snowflake:
☃️,snowman,:snowman:
☃,snowman,:snowman:
⛄,snowman_without_snow,:snowman_without_snow:
☄️,comet,:comet:
☄,comet,:comet:
🔥,fire,:fire:
💧,droplet,:droplet:
🌊,water_wave,:water_wave:
🎃,jack-o-lantern,:jack-o-lantern:
🎄,Christmas_tree,:Christmas_tree:
🎆,fireworks,:fireworks:
🎇,sparkler,:sparkler:
🧨,firecracker,:firecracker:
✨,sparkles,:sparkles:
🎈,balloon,:balloon:
🎉,party_popper,:party_popper:
🎊,confetti_ball,:confetti_ball:
🎋,tanabata_tree,:tanabata_tree:
🎍,pine_decoration,:pine_decoration:
🎎,Japanese_dolls,:Japanese_dolls:
🎏,carp_streamer,:carp_streamer:
🎐,wind_chime,:wind_chime:
🎑,moon_viewing_ceremony,:moon_viewing_ceremony:
🧧,red_envelope,:red_envelope:
🎀,ribbon,:ribbon:
🎁,wrapped_gift,:wrapped_gift:
🎗️,reminder_ribbon,:reminder_ribbon:
🎗,reminder_ribbon,:reminder_ribbon:
🎟️,admission_tickets,:admission_tickets:
🎟,admission_tickets,:admission_tickets:
🎫,ticket,:ticket:
🎖️,military_medal,:military_medal:
🎖,military_medal,:military_medal:
🏆,trophy,:trophy:
🏅,sports_medal,:sports_medal:
🥇_1st_place_medal,,
🥈_2nd_place_medal,,
🥉_3rd_place_medal,,
⚽,soccer_ball,:soccer_ball:
⚾,baseball,:baseball:
🥎,softball,:softball:
🏀,basketball,:basketball:
🏐,volleyball,:volleyball:
🏈,american_football,:american_football:
🏉,rugby_football,:rugby_football:
🎾,tennis,:tennis:
🥏,flying_disc,:flying_disc:
🎳,bowling,:bowling:
🏏,cricket_game,:cricket_game:
🏑,field_hockey,:field_hockey:
🏒,ice_hockey,:ice_hockey:
🥍,lacrosse,:lacrosse:
🏓,ping_pong,:ping_pong:
🏸,badminton,:badminton:
🥊,boxing_glove,:boxing_glove:
🥋,martial_arts_uniform,:martial_arts_uniform:
🥅,goal_net,:goal_net:
⛳,flag_in_hole,:flag_in_hole:
⛸️,ice_skate,:ice_skate:
⛸,ice_skate,:ice_skate:
🎣,fishing_pole,:fishing_pole:
🎽,running_shirt,:running_shirt:
🎿,skis,:skis:
🛷,sled,:sled:
🥌,curling_stone,:curling_stone:
🎯,direct_hit,:direct_hit:
🎱,pool_8_ball,:pool_8_ball:
🔮,crystal_ball,:crystal_ball:
🧿,nazar_amulet,:nazar_amulet:
🎮,video_game,:video_game:
🕹️,joystick,:joystick:
🕹,joystick,:joystick:
🎰,slot_machine,:slot_machine:
🎲,game_die,:game_die:
🧩,jigsaw,:jigsaw:
🧸,teddy_bear,:teddy_bear:
♠️,spade_suit,:spade_suit:
♠,spade_suit,:spade_suit:
♥️,heart_suit,:heart_suit:
♥,heart_suit,:heart_suit:
♦️,diamond_suit,:diamond_suit:
♦,diamond_suit,:diamond_suit:
♣️,club_suit,:club_suit:
♣,club_suit,:club_suit:
♟️,chess_pawn,:chess_pawn:
♟,chess_pawn,:chess_pawn:
🃏,joker,:joker:
🀄,mahjong_red_dragon,:mahjong_red_dragon:
🎴,flower_playing_cards,:flower_playing_cards:
🎭,performing_arts,:performing_arts:
🖼️,framed_picture,:framed_picture:
🖼,framed_picture,:framed_picture:
🎨,artist_palette,:artist_palette:
🧵,thread,:thread:
🧶,yarn,:yarn:
🔇,muted_speaker,:muted_speaker:
🔈,speaker_low_volume,:speaker_low_volume:
🔉,speaker_medium_volume,:speaker_medium_volume:
🔊,speaker_high_volume,:speaker_high_volume:
📢,loudspeaker,:loudspeaker:
📣,megaphone,:megaphone:
📯,postal_horn,:postal_horn:
🔔,bell,:bell:
🔕,bell_with_slash,:bell_with_slash:
🎼,musical_score,:musical_score:
🎵,musical_note,:musical_note:
🎶,musical_notes,:musical_notes:
🎙️,studio_microphone,:studio_microphone:
🎙,studio_microphone,:studio_microphone:
🎚️,level_slider,:level_slider:
🎚,level_slider,:level_slider:
🎛️,control_knobs,:control_knobs:
🎛,control_knobs,:control_knobs:
🎤,microphone,:microphone:
🎧,headphone,:headphone:
📻,radio,:radio:
🎷,saxophone,:saxophone:
🎸,guitar,:guitar:
🎹,musical_keyboard,:musical_keyboard:
🎺,trumpet,:trumpet:
🎻,violin,:violin:
🥁,drum,:drum:
📱,mobile_phone,:mobile_phone:
📲,mobile_phone_with_arrow,:mobile_phone_with_arrow:
☎️,telephone,:telephone:
☎,telephone,:telephone:
📞,telephone_receiver,:telephone_receiver:
📟,pager,:pager:
📠,fax_machine,:fax_machine:
🔋,battery,:battery:
🔌,electric_plug,:electric_plug:
💻,laptop_computer,:laptop_computer:
🖥️,desktop_computer,:desktop_computer:
🖥,desktop_computer,:desktop_computer:
🖨️,printer,:printer:
🖨,printer,:printer:
⌨️,keyboard,:keyboard:
⌨,keyboard,:keyboard:
🖱️,computer_mouse,:computer_mouse:
🖱,computer_mouse,:computer_mouse:
🖲️,trackball,:trackball:
🖲,trackball,:trackball:
💽,computer_disk,:computer_disk:
💾,floppy_disk,:floppy_disk:
💿,optical_disk,:optical_disk:
📀,dvd,:dvd:
🧮,abacus,:abacus:
🎥,movie_camera,:movie_camera:
🎞️,film_frames,:film_frames:
🎞,film_frames,:film_frames:
📽️,film_projector,:film_projector:
📽,film_projector,:film_projector:
🎬,clapper_board,:clapper_board:
📺,television,:television:
📷,camera,:camera:
📸,camera_with_flash,:camera_with_flash:
📹,video_camera,:video_camera:
📼,videocassette,:videocassette:
🔍,magnifying_glass_tilted_left,:magnifying_glass_tilted_left:
🔎,magnifying_glass_tilted_right,:magnifying_glass_tilted_right:
🕯️,candle,:candle:
🕯,candle,:candle:
💡,light_bulb,:light_bulb:
🔦,flashlight,:flashlight:
🏮,red_paper_lantern,:red_paper_lantern:
📔,notebook_with_decorative_cover,:notebook_with_decorative_cover:
📕,closed_book,:closed_book:
📖,open_book,:open_book:
📗,green_book,:green_book:
📘,blue_book,:blue_book:
📙,orange_book,:orange_book:
📚,books,:books:
📓,notebook,:notebook:
📒,ledger,:ledger:
📃,page_with_curl,:page_with_curl:
📜,scroll,:scroll:
📄,page_facing_up,:page_facing_up:
📰,newspaper,:newspaper:
🗞️,rolled-up_newspaper,:rolled-up_newspaper:
🗞,rolled-up_newspaper,:rolled-up_newspaper:
📑,bookmark_tabs,:bookmark_tabs:
🔖,bookmark,:bookmark:
🏷️,label,:label:
🏷,label,:label:
💰,money_bag,:money_bag:
💴,yen_banknote,:yen_banknote:
💵,dollar_banknote,:dollar_banknote:
💶,euro_banknote,:euro_banknote:
💷,pound_banknote,:pound_banknote:
💸,money_with_wings,:money_with_wings:
💳,credit_card,:credit_card:
🧾,receipt,:receipt:
💹,chart_increasing_with_yen,:chart_increasing_with_yen:
💱,currency_exchange,:currency_exchange:
💲,heavy_dollar_sign,:heavy_dollar_sign:
✉️,envelope,:envelope:
✉,envelope,:envelope:
📧,e-mail,:e-mail:
📨,incoming_envelope,:incoming_envelope:
📩,envelope_with_arrow,:envelope_with_arrow:
📤,outbox_tray,:outbox_tray:
📥,inbox_tray,:inbox_tray:
📦,package,:package:
📫,closed_mailbox_with_raised_flag,:closed_mailbox_with_raised_flag:
📪,closed_mailbox_with_lowered_flag,:closed_mailbox_with_lowered_flag:
📬,open_mailbox_with_raised_flag,:open_mailbox_with_raised_flag:
📭,open_mailbox_with_lowered_flag,:open_mailbox_with_lowered_flag:
📮,postbox,:postbox:
🗳️,ballot_box_with_ballot,:ballot_box_with_ballot:
🗳,ballot_box_with_ballot,:ballot_box_with_ballot:
✏️,pencil,:pencil:
✏,pencil,:pencil:
✒️,black_nib,:black_nib:
✒,black_nib,:black_nib:
🖋️,fountain_pen,:fountain_pen:
🖋,fountain_pen,:fountain_pen:
🖊️,pen,:pen:
🖊,pen,:pen:
🖌️,paintbrush,:paintbrush:
🖌,paintbrush,:paintbrush:
🖍️,crayon,:crayon:
🖍,crayon,:crayon:
📝,memo,:memo:
💼,briefcase,:briefcase:
📁,file_folder,:file_folder:
📂,open_file_folder,:open_file_folder:
🗂️,card_index_dividers,:card_index_dividers:
🗂,card_index_dividers,:card_index_dividers:
📅,calendar,:calendar:
📆,tear-off_calendar,:tear-off_calendar:
🗒️,spiral_notepad,:spiral_notepad:
🗒,spiral_notepad,:spiral_notepad:
🗓️,spiral_calendar,:spiral_calendar:
🗓,spiral_calendar,:spiral_calendar:
📇,card_index,:card_index:
📈,chart_increasing,:chart_increasing:
📉,chart_decreasing,:chart_decreasing:
📊,bar_chart,:bar_chart:
📋,clipboard,:clipboard:
📌,pushpin,:pushpin:
📍,round_pushpin,:round_pushpin:
📎,paperclip,:paperclip:
🖇️,linked_paperclips,:linked_paperclips:
🖇,linked_paperclips,:linked_paperclips:
📏,straight_ruler,:straight_ruler:
📐,triangular_ruler,:triangular_ruler:
✂️,scissors,:scissors:
✂,scissors,:scissors:
🗃️,card_file_box,:card_file_box:
🗃,card_file_box,:card_file_box:
🗄️,file_cabinet,:file_cabinet:
🗄,file_cabinet,:file_cabinet:
🗑️,wastebasket,:wastebasket:
🗑,wastebasket,:wastebasket:
🔒,locked,:locked:
🔓,unlocked,:unlocked:
🔏,locked_with_pen,:locked_with_pen:
🔐,locked_with_key,:locked_with_key:
🔑,key,:key:
🗝️,old_key,:old_key:
🗝,old_key,:old_key:
🔨,hammer,:hammer:
⛏️,pick,:pick:
⛏,pick,:pick:
⚒️,hammer_and_pick,:hammer_and_pick:
⚒,hammer_and_pick,:hammer_and_pick:
🛠️,hammer_and_wrench,:hammer_and_wrench:
🛠,hammer_and_wrench,:hammer_and_wrench:
🗡️,dagger,:dagger:
🗡,dagger,:dagger:
⚔️,crossed_swords,:crossed_swords:
⚔,crossed_swords,:crossed_swords:
🔫,pistol,:pistol:
🏹,bow_and_arrow,:bow_and_arrow:
🛡️,shield,:shield:
🛡,shield,:shield:
🔧,wrench,:wrench:
🔩,nut_and_bolt,:nut_and_bolt:
